皮爾力巴斯直屬隊員	Philipas' Soldier	필리파스 직속 부대원
路途還很遙遠要先離開	Leave since you are busy	갈 길이 바쁘니 떠난다
不可信的人們	Unreliable Folk	못 믿을 사람들
非常可惡	Big Inconvenience	아주 괘씸해
要幫你找包袱	I will find her luggages	봇짐을 찾아 주겠다고 한다
柯拉佩達的調查	The Klaipeda Investigation	클라페다에서의 조사
要你接受其他人的幫助	Tell him to get help from other people	다른 사람의 도움을 받으라고 한다
好兆頭	A Good Sign	좋은 징조
監督官的橫行霸道	The Supervisor's Tyranny	감독관의 횡포
有要求的說會答應	I will listen to his requests	요구사항이 있다면 들어 주겠다고 한다
沒打算讓他利用我	I don't want be controlled	이용당할 생각은 없다고 한다
關於夏頓家的農場	About the farm of Shaton family	샤튼 가의 농장에 대해
逃不過我的法眼	You Can't Fool Me	내 눈은 못 속여
不想被捲進這件事裡	I don't want to be involved in this kind of matters	이런 일에 휘둘리고 싶지 않다고 한다
德魯伊的行蹤	The Druid's Whereabouts	드루이드의 행방
陷入危機的農夫們	Farmers in Danger	위기의 농부들
要先把人救出來	I will rescue the people first	일단 사람들을 구하겠다고 한다
關於農場的汙染	About the Corruption in the Farm	농장의 오염에 대해
放了很久的種子(1)	Old Seeds (1)	오래된 씨앗(1)
好像沒有我能做的事	Tell him that the tasks can't be completed by you	내가 할 수 있는 일은 없을 것 같다고 한다
關於種子	About the seeds	씨앗에 대해
放了很久的種子(2)	Old Seeds (2)	오래된 씨앗(2)
我去裝水	I will get the water	물을 떠 오겠다고 한다
這點程度應該沒問題	Tell him that it will be alright	그 정도는 괜찮을 거라고 한다
放了很久的種子(3)	Old Seeds (3)	오래된 씨앗(3)
哄騙	Steam Boiled	구워 삶기
拜託他住在農場看看	Ask him so that you could stay in the farm	농장에 머물게 해 달라고 부탁해 본다
離開農場	Leave the farm	농장을 나가자
眼中釘怪物	The Disturbing Monster	눈엣 가시 몬스터
要離開農場	I will leave the farm	농장에서 나가겠다고 한다
計畫歉收	Intentional Failed Harvest	의도된 흉작
詢問發生了什麼事可以幫忙	Ask her what's the matter and help	도와줄 테니 무슨 일인지 묻는다
苗頭不對，快避一下	You don't feel good about it so avoid it	조짐이 안좋으니 피하자
關於農場的作物	About the crops at the farm	농장의 작물에 대해
意料之外的結果	Unexpected Results	예상치 못한 결과
會幫你消滅他不用擔心	Tell her not to worry since you will defeat them	처치해 줄 테니 걱정 말라고 한다
今天也要工作	Today's Work	오늘도 일을 한다
對自己來說也是很麻煩的工作	Tell him that it's hard	자신도 버거운 일이라고 한다
關於夏頓農場的管理者們	About the managers at the farm of Shaton family	샤튼 농장의 관리자들에 대해
隱藏種子	Hidden Seeds	숨겨둔 종자
要幫忙找種子	I will find the seeds for him	씨앗을 찾아 주겠다고 한다
無奈的農場主人	The Farm's Stubborn Owner	막무가내 농장주
要試著說服看看	I will try persuading him	설득 해 보겠다고 한다
就算是啟示者應該也沒辦法	Tell him that even a Revelator can't do it	계시자라도 안될 것 같다고 한다
說服的鑰匙	The Key to Persuasion	설득의 열쇠
不想被捲進去	I don't want to get involved	엮이고 싶지 않다고 한다
關於庫魯德夏頓	About Gord Shaton	고르드 샤튼에 대해
由我來報仇	Revenge Shall Be Mine	복수는 나의 것
再去說服一次	Persuade one more time	다시 한번 설득한다
看他心情好像很不好先避開耳目	Leave since he doesn't seem like he is in a good mood	기분이 매우 좋지 않은 것 같으니 물러난다
不知道他會作出什麼危險的事要好好盯著他	He may do something dangerous so keep looking at him	위험한 짓을 할 지도 모르니 지켜본다
好不安，還是先避一下吧	Leave here since you feel something dangerous	불안하니 자리를 피하자
現在才要開始	Just the Beginning	이제부터 시작
要去跟芭內莎夏頓進行對話	I will talk to Vanessa Shaton	바네사 샤튼과 대화해 보겠다고 한다
從這裡開始，就是由德魯伊負責了	Tell him that the druid should take care from here	여기서부턴 드루이드가 할 일이라고 한다
總之我們的主人	Anything For Our Master	어쨌거나 우리 주인님
有同感	I agree	공감한다고 한다
但好像不應該是這樣	Tell him that it's not right	그래도 이건 아닌 것 같다고 한다
管家的人事管理	Managing the Steward's People	집사의 사람 관리
要去找藥袋	I will find the pocket that contains the medicine	약 주머니를 찾아 주겠다고 한다
地道看起來有點那個	The Underground Tunnel	땅굴은 좀 그래
太猶豫不決了，還是決定拒絕	Reject it since you don't feel good about it	찜찜하니 거절한다
將責任推給別人	Shifting Responsibility	책임을 떠넘기기
只是照指示去作而已所以我拒絕	Reject it since you just did what you were told	하란대로 했을 뿐이니 거절한다
落伍者(脫隊的人)	The Straggler	낙오자
會去接你	I will take him	데려다 주겠다고 한다
自己去	Tell him to go alone	혼자 가라고 한다
堤拉修道院的苦難	Trouble at the Tyla Monastery	틸라 수도원의 고난
說能幫得上忙的一定會幫	Tell him that you would help	도울 수 있는 데까지 돕겠다고 한다
說身體還沒完全恢復	Tell him that you are not completely healed yet	아직 몸이 다 낫지 않았다고 한다
關於艾保尼風	About Ebonypawn	에보니폰에 대해
救援活動輔助	Relief Assistance	구호활동 보조
說會向獵人詢問	Tell him that you will ask the Hunters	헌터들에게 물어보겠다고 한다
說很遺憾地，他不知道方法	Tell him that you don't know how to do it	안타깝지만 방법을 모르겠다고 한다
關於修道院的情況	About the circumstances at the monastery	수도원의 상황에 대해
找到證據	Searching for Evidence	증거를 찾아서
說要去找獵人雷伊娜	Tell him that you will meet with Hunter Reina	헌터 레이나에게 가보겠다고 한다
搜查陷阱	Search for the Trap	함정 수색
詢問是否有找到陷阱的方法	Ask him if there's any way to find the trap	함정을 찾을 방법이 없느냐고 묻는다
麻痺解除之前只能等待	Wait until the paralysis goes away	마비가 풀릴 때까지 기다린다
關於知道陷阱主人的方法	The way to know the owner of the trap	함정의 주인을 아는 방법에 대해
協助的第一步	The First Step of Cooperation	협조를 위한 첫걸음
正在展示陷阱	Showing the trap	함정을 보여주는 중
把陷阱交給佛特斯	Go see Potos to give him the trap	포토스에게 함정을 전해 주러 간다
珍貴的經典	The Precious Scripture	소중한 경전
盡可能減少危險	Reducing the Danger	위험을 하나라도 줄여보기
說那種事情就交給他	Tell him that you could handle the task	그런 일이라면 맡겨 달라고 한다
偶爾要看看後頭	Looking Back Sometimes	가끔은 뒤를 돌아보자
會盡力提供協助	Tell him that you will help	기꺼이 도와주겠다고 한다
因為很忙錄而拒絕了	Reject since you are busy	바쁘다며 거절한다
製作箭頭	Making Arrowheads	화살촉 만들기
聽看看是什麼事	Listen what happened	무슨 일인지 들어 보자
說在這附近沒事情要做而拒絕了	Reject since there isn't anything to do	더 이상 주변에 볼일은 없다며 거절한다
可信賴的夥伴	Reliable Partner	듬직한 파트너
說快回去同伴身邊	Tell him to go back to his colleagues	어서 동료들에게 돌아가라고 한다
絕對不行	Not A Chance	절대 안돼
說會試著說服馬勒寇	Tell him that you would persuade Marko	마르코를 설득해 보겠다고 한다
說放棄吧	Tell him that we should give up	포기하자고 한다
都準備好了嗎？	Everyone Ready?	모두들 준비 되었나?
說傳達之後再回來	Tell him that you would hand them over to him	전하고 오겠다고 한다
未知的毒(1)	Unknown Poison (1)	모르는 독(1)
說會儘早回來	Tell him that you would come back fast	빠르게 다녀 오겠다고 한다
說希望能搬到都市去	Tell him that it will be better to move to a city	도시로 옮기는 것이 좋겠다고 한다
未知的毒(2)	Unknown Poison (2)	모르는 독(2)
未知的毒(3)	Unknown Poison (3)	모르는 독(3)
還有一樣最後的材料	The Last Material One More Time	마지막 재료가 하나 더
說會立刻找來	Tell him that you would gather them quickly	금방 모아 오겠다고 한다
說需要準備一下	Tell him that you need some time to prepare	잠시 준비가 필요하다고 말한다
中途報告	Interim Report	중간 보고
不可小看下一個對手	A Difficult Opponent	다음 상대는 만만하지 않다
不簡單的對手	A Worthy Opponent	녹록치 않은 상대
香甜的膏藥(1)	Sweet Ointment (1)	달콤한 고약(1)
說有比那更急迫的事	Tell him that you have more urgent issue that that	그런 것보다 더욱 급한일이 있다고 한다
香甜的膏藥(2)	Sweet Ointment (2)	달콤한 고약(2)
挑剔的修道士	Fastidious Ointment (2)	까칠한 수도사
說會試著說服古斯	Tell him that you would persuade Goss	거스를 설득해 보겠다고 한다
力量的證明	Proof of Strength	힘의 증명
可疑的異鄉人	A Suspicious Stranger	석연치 않은 이방인
關於艾保尼風的保護	About the protection of Ebonypawn	에보니폰의 보호에 대해
慘遭殺害的旅人	The Murdered Traveler	살해당한 여행자
詢問是否還有其他奇怪的事情	Ask him if there were any other strange things	다른 이상한 것은 없었는지 묻는다
露出馬腳	True Colors Revealed	드러난 마각
感覺很不情願並且拒絕了	Reject since you don't feel good about it	왠지 꺼림칙하니 거절한다
為了見到修道院長	Meeting the Abbot	수도원장을 만나기 위해
關於艾保尼風的追蹤	About the chase of Ebonypawn	에보니폰의 추적에 대해
製造安靜的環境	Creating a Quiet Environment	조용한 환경 만들기
說會幫忙消滅怪物，不用擔心	I will defeat the monsters so don't worry	몬스터를 처치해 줄 테니 걱정 말라고 한다
說現在已經很安全了	It looks safe	충분히 안전해 보인다고 한다
經常淨水	Filtered Water	물은 항상 걸러서
說應當要幫忙	I will definitely help	응당 도와주겠다고 한다
打掃入口	Cleaning Up The Entrance	진입로 청소
修道院修復作戰(1)	Mission to Retake the Monastery (1)	수도원 수복 작전(1)
修道院修復作戰(2)	Mission to Retake the Monastery (2)	수도원 수복 작전(2)
修道院修復作戰(3)	Mission to Retake the Monastery (3)	수도원 수복 작전(3)
說暫時喘口氣	Let's take a rest for a while	잠시만 숨을 돌리자고 한다
修道院修復作戰(4)	Mission to Retake the Monastery (4)	수도원 수복 작전(4)
說一起去祈禱室	Let's go to the Prayer Room	기도실로 가자고 한다
一起休息	Rest together	같이 쉰다
修道院修復作戰(5)	Mission to Retake the Monastery (5)	수도원 수복 작전(5)
召喚的事前準備(1)	Preparations for the Call (1)	부름을 위한 준비작업(1)
說會去找莫漢	I will find Moheim	모하임을 찾겠다고 한다
召喚的事前準備(2)	Preparations for the Call (2)	부름을 위한 준비작업(2)
將危機告訴他人	Notify About the Crisis	위기를 알려라
要求停一下	Stop for a while	잠시 멈춰달라고 한다
保護撤回宣言	Declare Withdrawal of Protection	보호 철회 선언
全新追擊的開始	Start of a New Chase	새로운 추격의 시작
說會去追擊艾保尼風	I will chase Ebonypawn	에보니폰을 쫓겠다고 한다
減少人頭	Lessen the Head Count	머릿수 줄이기
說自己也會幫忙	I will help too	자신도 돕겠다고 한다
清掃室內	Clean Inside	실내 청소
物品放在原位	Where it Belongs	물건은 제자리에
我最討厭課題了	The last thing I need is another task	과제라면 질색이라고 한다
我馬上消滅他再回來	I'll go and defeat it right away	당장 처치하고 오겠다고 한다
那種程度太勉強了。	That's a little too much for me	그 정돈 무리라고 한다
變得微弱的呼吸	Fading breaths	옅어지는 호흡
意識確認中	Checking consciousness	의식을 확인하는 중
以調養身體為優先	You should first get yourself together	몸을 추스리는 게 우선이라고 한다
尋找紙條中	Looking for the memo	쪽지 찾는 중
不信任的眼神	Stare of the distrust	불신의 눈초리
正在傳達亞多瑪斯的話	Relaying the story about Adomas	아도마스의 이야기 전달 중
一起走吧	Let's go together	같이 가보자고 한다
這裡發生過的事 (1)	The Incident That Happened Here (1)	이 곳에서 있었던 일 (1)
尋找殘跡中	Looking for the traces	흔적을 찾는 중
這裡發生過的事 (2)	The Incident That Happened Here (2)	이 곳에서 있었던 일 (2)
為他們的安息祈禱 (1)	Praying for Their Rest (1)	그들의 안식을 기도하며 (1)
詢問該做什麼才好	Ask what you should do	뭘 하면 되는지 묻는다
在遭受更大的殃禍之前躲開吧	Let's avoid before we receive anymore damage	더 큰 화를 입기 전에 피하자고 한다
為他們的安息祈禱 (2)	Praying for Their Rest (2)	그들의 안식을 기도하며 (2)
我再也做不下去了	I can't do it anymore	더는 못하겠다고 한다
為他們的安息祈禱 (3)	Praying for Their Rest (3)	그들의 안식을 기도하며 (3)
現在馬上就出發吧	Let's leave now	지금 바로 출발하자고 한다
