凱帕	Kepa	케파
破碎的貓頭鷹雕像	Broken Owl Statue	부서진 부엉이 조각상
達扭斯偵察兵	Scout Danus	다뉴스 정찰병
無名士兵的遺物	Unknown Soldier's Memento	무명 병사의 유품
鑰匙管理幽靈范托	Key Manager Hallowventer	열쇠 지기 할로우벤터
地獄亡靈的手下	Necroventer's Subordinate	네크로벤터의 부하
試驗的賽夸伊亞	Sequoia of Test	시험의 세콰이아
試驗的女神像	Goddess Statue of Test	시험의 여신상
魔族誘餌	Demon Bait	마족 미끼
放置的誘餌	Placed Bait	놓여진 미끼
監視區管理魔法陣	Surveillance Sphere Magic Circle	감시구 관리 마법진
被香味吸引過的藍色利迪梅得正撲向這裡來。	The scent seems to have attracted a lot of Blue Ridimeds	향에 이끌린  푸른 리디메드들이 몰려듭니다
在附近徘徊的賽夸伊亞出現了。	A Sequoia that had been circling the area has appeared	인근을 배회하던 세콰이아가 나타났습니다
這塊空地充滿著邪惡的氣息啊！	The clearing is full of evil energy	공터가 사악한 기운으로 가득 찼습니다
淨化碎片會保護你的。	The purification fragment is protecting you	정화의 조각이 당신을 보호합니다
壞掉的貓頭鷹雕像	Broken Owl Sculpture	망가진 부엉이상
熟練機械工	Skilled Mechanic	숙련 기계공
這個裝置以你的力量好像也可以擊碎。	It appears as if you will be able to destroy the device with your strength	이 장치는 당신의 힘으로도 부술 수 있을 것 같습니다
魔力水晶	Spell Crystal	마력 수정
那又怎樣？	What?	뭐가 어째?
貝洛查德現身於石頭中。	A Velorchard appeared from the boulder	바위 속에서 벨로차드가 나타났습니다
怪物們陸續出現。	More monsters are appearing	몬스터들이 줄지어 나타납니다
少女正在請求協助。	A girl is asking for help	소녀가 도움을 청하고 있습니다
後方似乎發出了什麼東西碎掉的聲音。	You hear something breaking behind you	뒤에서 무언가 깨지는 소리가 들립니다
那麼請各位破壞境界石。	Please destroy the boundary stones	그럼 여러분은 경계석을 부셔주십시오
我和哈勃克會讓圖書館的防禦無效。	Hauberk and myself will be disarming the defences	저와 하우벅은 도서관의 방어를 무력화 시키겠습니다
時間算得真準。	Right on time	시간을 딱 맞췄군요
請小心。	Look out	조심하십시오
你們跟我來。	Follow me	너흰 날 따라오거라
那些傢伙來了。	They're coming	녀석들이 온다
這些人會幫助你的。	These people will help you	이 분들이 당신을 도울겁니다
只是有點累。	I'm just a bit worn out	조금 지쳤을 뿐이다
確實有那樣做的必要。	I suppose we will have to do so	확실히 그럴필요가 있겠군
奎波爾 泰歐都拉	Kupole Theodora	큐폴 테오도라
魔族	Demon	마족
魔族圖騰	Demon Totem	마족 토템
束縛裝置	Restraining Device	구속 장치
請和監禁拉達女神的魔君主扎烏拉對抗戰鬥吧！	Fight against Demon Lord Zaura who imprisoned Goddess Lada	라다 여신을 가둔 마군주 자우라와 맞서 싸우세요!
邪魔	Sarma	사마
特制香爐	Special Scent	특제 향로
封印塔	Seal Tower	봉인탑
沒有主人的墳墓	Ownerless Grave	주인없는 무덤
可疑的裝置	Suspicious Device	수상항 장치
勒肯家的家臣	Legwyn Family's Vassal	르귄가의 가신
詛咒…？你現在在做什麼？	A curse? What are you doing?	저주..? 지금 무얼 하시는 겁니까?
發生了什麼事？	What happened?	무슨 일이 생긴걸까요?
現在好了嗎？	Finished now?	이제 되었습니까?
腐爛的肉堆*	Pile of Rotting Meat	썩은 고기 무더기*
懶惰樹根水晶	Tree Root Crystal of Fatigue	나태의 나무뿌리 수정
樹根水晶保護石	Guardian Stone of Tree Root Crystal	나무뿌리 수정 보호석
憤怒的祭壇	Altar of Rage	분노의 제단
被摩吉束縛的靈魂	Bound Soul	머지에게 속박된 영혼
巡禮者達洛斯	Pilgrim Dallas	순례자 달러스
達洛斯的墳墓	Dallas' Grave	달러스의 무덤
碑石上發生了什麼事？	What happened to the tombstone?	비석이 어떻게 된 거야?
阿爾費納轉化的火焰權杖	The Fire Lord which was Albinas before	알비나스가 변한 파이어로드
追蹤者 圖勒巴納	Chaser Torvana	추격자 토르바나
剛才那是什麼？	What was that?	방금 뭐였지?
詛咒人偶像	Cursed Idol	저주의 우상
現在出發吧	It's time to go	이제 가시죠
被封印的木箱	Sealed Chest	봉인된 궤짝
嗯？什麼聲音？	Huh? What are you talking about?	음? 무슨 소리지?
這氣息是怎麼回事？	What's this weird vibe?	이 기운은 뭐지?
露克立斯紀念碑	Ruklys Monument	루클리스 기념비
無法控制的地獄亡靈	Uncontrollable Necroventer	통제불능 네크로벤터
遺棄的行李	Abandoned Bag	버려진 짐
士兵的靈魂	Soldier's Soul	병사의 영혼
烽火台	Beacon	봉화대
王陵的遺物	Royal Mausoleum Artifact	왕릉의 유물
聖所的第一個封印	Sanctum's First Seal	성소의 첫 번째 봉인
聖所的第二個封印	Sanctum's Second Seal	성소의 두 번째 봉인
輔助封印裝置	Secondary Sealing Device	보조 봉인 장치
聖所的第三個封印	Sanctum's Third Seal	성소의 세 번째 봉인
古式樣式柱子	Ancient Pillars	고대 양식 기둥
模具	Molding Pot	거푸집
石柱	Stone Pillar	돌기둥
西邊地區結界	West Region Barrier	서쪽지역 결계
巴奇斯	Varkis	바키스
是想妨礙我嗎？	Are you trying to interfere with my plans?	날 방해하려는 건가.
彼弗堤的同伴	Pipoti's Colleague	피포티의 동료
庫將恩	Kuzang	쿠쟝
阿拉斯	Aras	아라스
影子變身裝置	Transformation Device	그림자 변신 장치
無法得知的日誌	Unknown Diary	알 수 없는 일지
愚蠢的傢伙	You fool	어리석은 녀석
再讓你痛苦一點	I will make you feel more pain	더 고통스럽게 해주마
地區採藥者	Local Herbalist	지역 약초상
布蘭	Brann	브란
剛才那採藥者？	The Herbalist from a while ago?	아까 그 약초꾼?
彼得	Feet	피트
什麼意思？	What do you mean?	무슨 소리야?
還要走多遠？	How much longer do we have to wait?	얼마나 더 기다려야 합니까?
這是什麼聲音？	What is this?	이게 무슨 소리지?
那個人也不排隊嗎？	He doesn't stand in line?	저 사람은 줄도 안 서나요?
奧斯特雅信徒	Austeja Follower	아우스테야 신도
郎卡封印塔	Ranka Seal Tower	랑카 봉인탑
守護石	Guardian Stone	수호석
調查道具	Research Tools	조사도구
來歷不明的祭壇	Mysterious Altar	정체불명의 제단
這悲鳴聲是什麼？	What's this screaming sound?	이 비명소리는 뭐지?
難民	Refugee	피난민
這地方為什麼會有青苔泥人殘骸呢？	Why are there Golem remains here?	이런 곳에 왜 골렘 잔해가 있는거지?
死了嗎？	Is it dead?	죽은 걸까요?
鍊金術士 拜杜塔斯	Alchemist Vaidotas	연금술사 바이도타스
2礦區封閉說明	Lot 2 Closure Notice	2광구 폐쇄 안내
東邊森林士兵	Eastern Woods Soldier	동쪽 숲 병사
魔法陣中央裝置	Magic Circle Central Device	마법진 중앙장치
冰凍的士兵	Frozen Soldier	얼어붙은 병사
寒冰法師 艾勒瑪	Cryomancer Elluma	크리오맨서 엘르마
從旁邊那些箱子裡取走啊！	Take some from the box behind me	옆에 있는 상자에서 꺼내가십시오.
知道啦！	Alright	알겠습니다
補給品寶箱	Supplies Box	보급품 상자
補給箱	Supply Box	보급 상자
監視區被破壞了。	The Observation Orb has been destroyed	감시구가 파괴됐습니다
趕快消滅追趕亞倫塔斯的魔族怪物！	Defeat the demons that are chasing Arntas	아른타스를 쫓아오는 마족 몬스터를 처치하세요
請守護凱拉依默斯直到淨化之珠完成。	Protect Kahleims until the Purification Orb is complete	칼레임스가 정화의 구를 완성할 때까지 그를 지켜주세요
a 裝置	Device a	a 장치
b 裝置	Device b	b 장치
c 裝置	Device c	c 장치
d 裝置	Device d	d 장치
請消滅正往這裡攻擊過來的魔族吧！	Defeat the attacking demons	공격해 오는 마족을 처치하세요
荊棘關口	Thorn Gate	가시 관문
裝有什麼東西的袋子	Pocket Containing Something	무언가 담겨있는 주머니
淨化的祭壇	Altar of Purification	정화의 제단
薩勒女神的信徒	Follower of Goddess Saule	사울레 여신의 신도
破壞魔族召喚水晶	Destroy the Demon Summoning Crystal	마족 소환 수정 파괴하기
薩勒女神的信徒	Follower of Goddess Saule	샤울레 여신의 신도
請從怪物手上保護淨化祭壇	Protect the Altar of Purification from the monsters	정화의 제단을 몬스터에게서 보호하세요
啟示	Revelation	계시
石板	Slate	석판
是支援嗎？	Are you the support?	지원인가?
腐爛的樹木殘根	Rotten Tree Stump	썩은 나무 등걸
克洛紐特 臨時	Temporary Cronewt	크로뉴트 임시
伊普羅霍克鷹 臨時	Temporary Hoglan	인프로 호글란 임시
哪裡呢？	Where is it?	어디지?
墳墓	Tomb	무덤
移動干擾裝置	Anti-Mobility Device	이동 방해장치
你還好嗎？	Are you okay?	정신이 드시오?
聲音是從哪發出來的呢？	Where did that sound come from?	소리가 어디서 났나?
石化的警備兵	Petrified Guard	석화된 경비병
來歷不明的箱子	Unknown Box	정체불명의 상자
含怨的士兵	The soldier with the resentment	원한 서린 병사
請你告知阿曼達剛才所看到的事情。	Inform Amanda what you just witnessed	방금 본 모습을 아만다에게 알리세요
露克立斯的裝置	Ruklys' Device	루클리스의 장치
布爾魯的祭壇	Blut's Altar	블룻의 제단
你認為可以任意對付我嗎？	Did you think you could do whatever you want?	날 맘대로 할 수 있을 거라고 생각했나?
不聽我的警告啊…！	You haven't listened to my warning have you?	내 경고를 듣지 않았군..!
愛梅特森林的怪獸	Beast of Emmet Forest	에메트 숲의 괴수
時間之柱	Pillar of Time	시간의 기둥
有沒有受傷？	Are you hurt?	어디 다친데 없어?
梅德依那女神茵德蕾雅	Goddess Medeina Indrea	메데이나 여신 인드레아
白蘋果	White Apple	하얀 색 사과
又開始唱歌了	The singing started again	다시 노래를 부르기 시작했어요
用3色光柱映照出村莊？	The pillar of three lights reveals the mind?	3개의 색 기둥으로 마음을 비춰 보인다?
這是怎麼回事？	What just happened?	이게 어떻게 된 일이지?
尤德伊安的祭壇	Yudejan Altar	유데이안의 제단
入口警告文	Entrance Warning	입구 경고문
王陵抑制器	Royal Mausoleum Suppressor	왕릉 억제기
錯誤啟動的守護裝置	Malfunctioning Guardian Device	오작동하는 수호장치
王陵魔力抑制器	Royal Mausoleum Magic Regulator	왕릉 마력 억제기
請消滅無法識別敵我的阿哈得！	Defeat Echad that can't identify friends from foes	피아식별을 못하는 에하드를 처치하세요!
王陵碑石	Monument of the Royal Mausoleum	왕릉비석
錯誤啟動的阿哈得	Malfunctioning Echad	오작동하는 에하드
魔力容器	Magic Vessel	마력 용기
汙染的王陵魔力控制器	Corrupt Royal Mausoleum Magic Control Device	오염된 왕릉 마력 제어기
請阻止想破壞全陵的貝亞卡拉斯	Stop Bearkaras from destroying the Royal Mausoleum	왕릉을 파괴하려는 베아카라스를 저지하세요
靈魂之甕	Soul Pot	영혼의 항아리
排名測試	Ranking Test	랭킹테스트
測試排名	Test Ranking	테스트 랭킹
傷害	Damage	데미지
最高傷害	Best Damage	탑데미지
最高傷害	Maximum Damage	최고데미지
最初的救援者	Savior's Beginning	태초의 구원자
奧施莉奈的化身	Ausrine's Incarnation	아우슈리네의 화신
奧施莉奈的英雄	Ausrine's Hero	아우슈리네의 영웅
開放者	Developer	개발자
TOS 開發隊	TOS Development Team	TOS 개발팀
第一回字母活動征服者	1st Alphabet Event Conqueror	제1회 알파벳 이벤트 정복자
說書人	Storyteller	이야기꾼
最出眾的巧手	Outstanding Golden Hands	가장 뛰어난 금손
可疑的地理學家	Shady Geologist	수상한 지리학자
地理學家	Geologist	지리학자
[8階] 最前線救援者	[Rank 8] Pioneering Savior	[8랭크] 최전선의 구원자
劍士的巔峰	Undefeated Blade	소드맨의 정점
法師的巔峰	Knowing One	위자드의 정점
弓箭手的巔峰	Heaven Piercer	아처의 정점
牧師的巔峰	Lifemaker	클레릭의 정점
創作之魂	Creative Soul	창작의 혼
幸運數字	Happy-Go-Lucky	행운의 번호
受詛咒的藝術家	Haunted Artist	저주받은 예술가
澤米娜的追從者	Follower of Zemyna	제미나의 추종자
聖誕節藝術家	The Gifted Artist	크리스마스 아티스트
小吉	Tough Luck	소길
中吉	Lucky One	중길
吉	Golden Luck	길
大吉	Eternal Fortune	대 길
甘味人生	Life is Sweet	달콤한 인생
減肥明天再開始	Not on a Diet	다이어트 내일부터
濃情巧克力情人	Chocolate Meister	초코 러브 마이스터
注意血糖	Sugar Rush	혈당주의
TOS 音樂隊長	TOS Music Master	TOS 음악대장
早就知情的救援者	Knowledgeable Savior	알고 있는 구원자
誕生救援者	Receiver of the Revelations	계시를 받은 자
嗷嗷待哺的救援者	Awakened Savior	깨어난 구원자
一歲就很神的救援者	Baby Steps Savior	걸음마를 뗀 구원자
剛學走路的救援者	Toddling Savior	아장아장 걷는 구원자
牙牙學語的救援者	Growing Savior	쑥쑥 커가는 구원자
青春叛逆的救援者	Storm and Stress Savior	질풍노도의 구원자
開枝散葉的救援者	Mature Savior	성숙한 구원자
骨灰級的救援者	Testified Savior	증명된 구원자
傲嬌的救援者	Proud Savior	오만한 구원자
名譽海賊團員	Honorary Pirate	명예 해적 단원
名譽黃金之歌傭兵團員	Honorary Golden Note	명예 황금노래 용병단원
名譽修行者	True Believer	명예 수행자
名譽刀刃誓約傭兵團員	Honorary Pledge of the Blade	명예 칼날서약 용병단원
刀刃誓約傭兵團志願生	Aspiring Pledge of the Blade	칼날서약 용병단 지망생
我們結婚了	Just Married	우리 결혼했어요
應邀者	The Invited One	초대에 응한 자
[TOS 第2期研究員]	[TOS 2nd Researcher]	[TOS 2기 연구원]
[TOS 人氣研究員]	[TOS Popular Researcher]	[TOS 인기 연구원]
夢魔救世者	Certified Trick-or-Treater	나이트메어 세이비어
幽靈救世者	Dungeon Creeper	스푸키 세이비어
地下城爬行者	Happy Halloween	던전 크리퍼
終生遊戲TOS Go Go 	TOS 4EVER	평생겜 트오세 고고혓
捐款 10次	Contributed 10 times	기부 10번
一般寬恕者	Regular Pardoner	일반 파드너
捐款 50次	Contributed 50 times	기부 50번
高階寬恕者	Senior Pardoner	상급 파드너
捐款 100次	Contributed 100 times	기부 100번
繳納稅金 1次	Paid the tax 1 time	세금 납부 1번
市民	Citizen	시민
繳納稅金 10次	Pay Taxes 10 Times	세금 납부 10번
模範市民	Model Citizen	모범 시민
繳納稅金 50次	Pay Taxes 50 Times	세금 납부 50번
身份高貴則責任重大	Noblesse Oblige	노블레스 오블리주
繳納稅金 100次	Pay Taxes 100 Times	세금 납부 100번
毅力的冒險家	Strong-willed Adventurer	근성의 모험가
老練的冒險家	Experienced Adventurer	노련한 모험가
熟練的冒險家	Capable Adventurer	능수능란한 모험가
讀者	Reader	독서가
司書	Librarian	사서
藏書家	Book Collector	장서가
圖書學家	Bibliologist	서지학자
首席記錄官	Chief Archiver	수석 기록관
圖書館長	Master Librarian	도서관장
巴伊寶拉的英雄	Vaivora's Hero	바이보라의 영웅
新手探險家	Baby Explorer	새내기 탐험가
準備好的探險家	Ready to Explore	준비된 탐험가
老練探險家	Exploration Expert	숙련된 탐험가
