警戒兵	Sentinel	경계병
好可怕，放棄吧	I want to stop; it's too scary	무서우니 그만 두자
比羽毛還要輕[斥侯轉職]	Featherlight [Scout Advancement]	깃털보다 가볍게[스카우트 전직]
我準備好再來	I'll get ready and come back	잠시 준비를 마치고 오겠다고 한다
交易路的上鎖的箱子	Trade Route Locked Chest	교역로의 잠긴 상자
主教的女神之夢(2)	Bishop's Dream of the Goddess (2)	주교가 꾼 여신의 꿈(2)
前往長橋溪谷	To Overlong Bridge Valley	긴다리 계곡으로
阿克梅斯山脊的羅藍塔斯尤那斯	Rolandas Jonas of Akmens Ridge	아크멘스 능선의 롤란다스 요나스
藥師的委託(1)	Pharmacist's Favor (1)	약사의 부탁(1)
藥師的委託(2)	Pharmacist's Favor (2)	약사의 부탁(2)
解開中	Untying	풀어 보는 중
觀察魔法陣中	Inspecting the magic circle	마법진을 살펴 보는중
必須解除附近出現的寶石才能強化魔法陣	You can enhance the magic circle by breaking the crystals that appeared nearby	주변에 나타난 보석을 해체해야 마법진을 강화 할 수 있습니다
等待怪物中	Waiting for the monsters	몬스터를 기다리는 중
觀察魔法陣中	Inspecting the magic circle	마법진을 살펴 보는 중
魔法陣正迴盪著奇怪的震動	The magic circle strangely vibrates	마법진에서 이상한 진동이 울리고 있습니다
請回到魔法師利馬斯的身邊向他回報魔法陣的狀況	Return to the Wizard Rimas and report to him about the magic circle	마법사 리마스에게 돌아가 이 마법진에 대해 보고하세요
潑灑混濁的精煉劑中	Spraying the Opaque Purification Liquid	혼탁한 정제액을 뿌리는 중
魔法陣現在好像順利啟動了	The magic circle is working properly now	마법진은 이제 문제 없이 잘 작동하는 것 같습니다
正在挖掘雕像的頭部	Digging the head of the sculpture	조각상 머리를 파내는 중
調查箱子中	Investigating the chest	상자 조사 중
觀察酒桶中	Looking at the wine cask	술통을 살펴 보는 중
擊破桶子中	Dismantling the cask	통을 깨는 중
觀察翅膀型的雕刻中	Looking at the wing-shaped piece	날개 모양의 조각을 살펴 보는 중
將女神像放上魔法陣中	Putting the Goddess Statue on the magic circle	마법진에 여신상을 올려 놓는 중
用腳踢籬笆中	Kicking the fence	울타리를 발로 차는 중
被汙染的碑石	Corrupted Tombstones	오염된 비석
阿爾費納的故事	The Story of Albinas	알비나스의 이야기
破壞那斯圖斯派的碑石(1)	Destroy the Tombstones of Nestopa (1)	네스토스파의 비석 파괴(1)
破壞那斯圖斯派的碑石(2)	Destroy the Tombstones of Nestopa (2)	네스토스파의 비석 파괴(2)
疑惑的開始	Beginning of Doubt	의혹의 시작
說明為什麼要破壞碑石	Explain why you have destroyed them	왜 비석을 파괴했는지 설명한다
結果和責任	Result and Responsibility	결과와 책임
對誤會的內容道歉並請求原諒	Apologize and seek for forgiveness	오해한 것을 사과하고 용서를 구한다
復原碑石(1)	Restoring the Tombstone (1)	비석 복구(1)
詢問該做的事情	Ask what should I do	무슨 일을 하면 되는지 물어본다
復原碑石(2)	Restoring the Tombstone (2)	비석 복구(2)
說對不起	I'm sorry about it	미안하게 됐다고 한다
復原碑石(3)	Restoring the Tombstone (3)	비석 복구(3)
和亞那斯圖斯派見面	Meeting the Anastospa	아나스토스파와 만남
正在詢問有關阿爾費納的事	Ask about Albinas	알비나스에 대해 물어보는 중
亞那斯圖斯的故事	The Story of Anastos	아나스토스의 이야기
調查員派遣	Deploying Investigation Guards	조사인원 파견
最後結論(1)	Final Conclusion (1)	최종 결론(1)
最後結論(2)	Final Conclusion (2)	최종 결론(2)
會找看看	I will try to find it	구해 보겠다고 한다
最後結論(3)	Final Conclusion (3)	최종 결론(3)
最後結論(4)	Final Conclusion (4)	최종 결론(4)
最後結論(5)	Final Conclusion (5)	최종 결론(5)
開始和結束	Beginning and End	시작과 마무리
募集新團員	Recruiting New Members	신규 단원 모집
點頭	Shake head	고개를 끄덕인다
新人要做的事情	Duties of Newbies	신입들의 할 일
建立佈告欄中	Setting up notice board	알림판을 세우는 중
幫助新手啟示者	Helping A Beginner Revelator	초보 계시자 돕기
回收遺失的物品(1)	Lost and Found (1)	잃어버린 물품 회수(1)
回收遺失的物品(2)	Lost and Found (2)	잃어버린 물품 회수(2)
回收遺失的物品(3)	Lost and Found (3)	잃어버린 물품 회수(3)
凱都拉商團的教育資料(1)	Educational Materials of the Kedoran Merchant Alliance (1)	케도라 상단의 교육 자료(1)
凱都拉商團的教育資料(2)	Educational Materials of the Kedoran Merchant Alliance (2)	케도라 상단의 교육 자료(2)
前往克巴伊拉斯森林	To Kvailas Forest	크바일라스 숲으로
士兵的委託	A Soldier's Favor	병사의 부탁
我會去收集遺物	I'll gather the mementos	유품을 모아 오겠다고 한다
被掠奪的糧食	Stolen Food Supplies	약탈당한 식량
我會從布貝手中奪回糧食	I'll get back the food supplies from the Vubbes	부베에게서 식량을 되찾아 오겠다고 한다
前往凱利高原	To Gele Plateau	겔리 고원으로
前往魔法師之塔	To Mage Tower	마법사의 탑으로
可疑的短劍(3)	The Suspicious Dagger (3)	수상한 단검(3)
詢問是否有人了解毒	Do you know someone who is familiar with poison?	독을 잘 아는 사람을 아는지 묻는다
詢問解毒劑的事情	Ask about the antidote	해독제에 대해 묻는다
不舒服的地方好像好多了。	I think I feel better now	아픈게 좀 나아진거 같아.
殘存的危險(1)	The Remaining Danger (1)	잔존하는 위험(1)
現在沒有這種閒情逸致	I don't have time for that now	지금은 그럴 겨를이 없다고 한다
殘存的危險(2)	The Remaining Danger (2)	잔존하는 위험(2)
要去放入香爐	I will put the incense burner	향로를 놓고 오겠다고 한다
天敵的味道	The Enemy's Smell	천적의 냄새
辛苦了	Tell him to work hard	수고하라고 한다
指定區域(1)	Designated Area (1)	구역 지정(1)
我會幫你，不用擔心	Tell him not to worry since you will help out	도와 줄 테니 걱정 말라고 한다
安慰他要加油	Comfort him to cheer him up	힘내라고 위로한다
指定區域(2)	Designated Area (2)	구역 지정(2)
要去安裝	I will install it	설치하러 가겠다고 한다
失蹤案件(1)	The Disappearance (1)	실종 사건(1)
要去現場看一下	I will go to the spot	현장으로 가 보겠다고 한다
放入靈魂之眼中	Placing the Spirit Eye	영혼의 눈 놓는 중
失蹤案件(2)	The Disappearance (2)	실종 사건(2)
確認靈魂之眼中	Checking the eyes of the spirit	영혼의 눈 확인 중
失蹤案件(3)	The Disappearance (3)	실종 사건(3)
去跟烏斯卡說這個事實	Tell Sir Uska about it	우스카에게 이 사실을 알려주러 가자
給我一點思考的時間吧！	Take some time to think about it	잠시 생각할 시간을 갖자
冤魂(1)	Depressed Spirit (1)	억울한 영혼(1)
冤魂(2)	Depressed Spirit (2)	억울한 영혼(2)
薩勒女神的請求(1)	A Request from Goddess Saule (1)	사울레 여신의 부탁(1)
詢問需要幫忙什麼	Ask him how you can help	무엇을 도와야 하는지 묻는다
觀察針刺藤蔓中	Looking at the thorny vines	가시 덩굴 살펴보는 중
薩勒女神的請求(2)	A Request from Goddess Saule (2)	사울레 여신의 부탁(2)
是很難承擔的工作	Tell him that it's hard to accept	감당하기 어려운 일이라고 한다
放入權能水晶中	Putting the crystal of authority	권능의 수정 놓는 중
私事	Private matter	사적인 일
決定要幫助實驗	I will help the experiment	실험을 돕겠다고 한다
沒有這個閒情逸致	I don't have time for it	그럴 겨를이 없다고 한다
隱藏寶物(1)	The hidden treasures(1)	숨겨진 보물들(1)
很有興趣，請告知使用方法	Ask him to tell you how to use it since you are interested	관심이 있으니 사용법을 알려달다고 한다
不需要	Tell him you don't need it	필요없다고 한다
隱藏寶物(2)	The hidden treasures(2)	숨겨진 보물들(2)
感激的使用	I will use it well	감사히 쓰겠다고 한다
以後再找	I will find it later	나중에 찾겠다고 한다
大型事故	Big Accident	대형 사고
要做的事還很多	I have many things to do	할 일이 많다고 한다
觀察魔法陣中	Examining the magic circle	마법진을 살펴보는 중
女神的封印塔(1)	The Sealed Tower of the Goddess (1)	여신의 봉인탑(1)
要幫忙守護封印塔	I will help to protect the sealed tower	봉인탑 수호를 돕겠다고 한다
沒辦法了這是必須要做的事	Tell him that it can't be helped	어떨 수 없는 일이라고 한다
觀察封印塔中	Looking at the sealed tower	봉인탑 살펴 보는 중
女神的封印塔(2)	The Sealed Tower of the Goddess (2)	여신의 봉인탑(2)
剩下的也全都會幫忙	I will help the rest	마저 돕겠다고 한다
宣告離別	Say Farewell	작별을 고한다
女神的封印塔(3)	The Sealed Tower of the Goddess (3)	여신의 봉인탑(3)
復原封印中	Restoring the seal	봉인 복구 중
大地要塞啟示	Revelation of Fortress of the Land	대지의 요새 계시
啟動裝置中	Activating device	장치 작동 시키는 중
不安的流動商人	Nervous Vendor	안절부절하는 행상인
好危險，我要逃了	I'm running away; it's too dangerous	위험하니 도망간다
羅潔的同伴們(1)	Rose's Friends (1)	로제의 동료들(1)
我願意幫忙尋找同伴	I'll help you find your colleagues	동료들을 찾아 주겠다고 한다
最好快點離開這裡	I think it's best to get away from here	빨리 여길 벗어나는 게 좋겠다고 한다
關於流動商人與信件	About the merchants and the letter	행상인과 편지에 대해
羅潔的同伴們(2)	Rose's Friends (2)	로제의 동료들(2)
跟拉舒一起去找流動商人	I will go find the merchants with Laswi	라쉬와 함께 행상인을 찾으러 간다
請讓拉舒聞流動商人的味道，再讓牠找分散的流動商人	Have Laswi follow the scent of each merchant and find them	라쉬에게 행상인의 냄새를 맡게 하여 흩어진 행상인들을 찾게 하세요
羅潔的同伴們(3)	Rose's Friends (3)	로제의 동료들(3)
一起回採藥者小木屋吧	Let's go back to the Herb Gatherers' Cabin	약초꾼 오두막으로 돌아가자고 한다
流動商人遺失的行李	Vendor's Lost Baggage	행상인의 잃어버린 짐
我替你找	I will find it for you	대신 찾아주겠다고 한다
說些安慰的話	I feel very sorry for what happened	위로의 말을 건넨다
流動商人的不安	Nervous Vendor	행상인의 불안함
最好躲到安全的地方	It's best to escape to somewhere safe	안전한 곳으로 피하는 게 좋겠다고 한다
受傷的採藥者(1)	The Injured Herbalist (1)	상처입은 약초꾼(1)
我願意幫忙取得藥草	I'll go and find the herbs	약초를 구해 주겠다고 한다
受傷的採藥者(2)	The Injured Herbalist (2)	상처입은 약초꾼(2)
請把採藥者戴伊斯的症狀告訴歐勒夏的牧師次級大師	Tell the Cleric Master in Orsha about Herbalist Tales' symptoms	오르샤에 있는 클레릭 서브 마스터에게 약초꾼 테일스의 증상을 전해주세요
受傷的採藥者(3)	The Injured Herbalist (3)	상처입은 약초꾼(3)
回去找採藥者戴伊斯	Let's go back to Tales	약초꾼 테일스에게 돌아가자
請稍後	Tell him to wait a bit longer	잠시 기다려 달라고 한다
村莊居民的行蹤(1)	Where Did Everybody Go? (1)	마을 주민의 행방(1)
我擔心魔族，願意幫忙搜索村民	I'm worried about the demons; I'll check in on your people	마족이 걱정되니까 마을 사람 수색을 돕겠다고 한다
村莊居民的行蹤(2)	Where Did Everybody Go? (2)	마을 주민의 행방(2)
再多找一些寶珠吧	Let's try and find more beads	구슬을 더 찾아보자고 한다
應該沒什麼吧	I'm sure it'll be nothing	별 것 아닐 거라고 한다
村莊居民的行蹤(3)	Where Did Everybody Go? (3)	마을 주민의 행방(3)
我找找周圍	I'll try and have a look around	주변을 찾아보겠다고 한다
最好回村莊尋找線索	It's best to go back to the village and find more clues	마을로 돌아가 다른 단서를 찾는 게 좋겠다고 한다
村莊居民的行蹤(4)	Where Did Everybody Go? (4)	마을 주민의 행방(4)
先等到平靜下來吧	Let's wait until things cool down a little	진정할 때까지 일단 기다리자
村莊居民的行蹤(5)	Where Did Everybody Go? (5)	마을 주민의 행방(5)
詳細詢問克洛亞村莊發生了什麼事	Exactly what is happening in the Croa Village?	크로아 마을에 무슨 일이 생겼는지 자세히 묻는다
以後再問	I'll ask later	나중에 물어본다
膽怯的採藥者	Frightened Herbalist	겁먹은 약초꾼
會整理周圍	I will tidy up the place	주변을 정리해주겠다고 한다
魔族太多，我沒辦法	There's too many demons; I can't do it	마족이 너무 많아 어쩔 수 없다고 한다
魔族採藥者(1)	Demon Herbalist (1)	마족 약초꾼(1)
首要之務是躲到安全的地方	First we need to escape to somewhere safe	안전한 곳으로 피하는 게 우선이라고 한다
魔族採藥者(2)	Demon Herbalist (2)	마족 약초꾼(2)
現在應該先躲避	First we need to find somewhere safe	지금은 몸을 피하는 게 우선이라고 한다
魔族採藥者(3)	Demon Herbalist (3)	마족 약초꾼(3)
我要噴灑路克塔奴的體液	I'll help you spray the Loktanun Fluid	록타눈의 체액을 뿌리겠다고 한다
拜託他馬上收手並一起回去	Can we stop and go back now?	이제 그만하고 돌아가자고 부탁하자
巨大的蕨葉(1)	Giant Bracken (1)	거대한 고사리(1)
巨大的蕨葉(2)	Giant Bracken (2)	거대한 고사리(2)
來歷不明的魔法師	Mysterious Wizard	정체불명의 마법사
停止運轉	Deactivate	작동 정지
詢問有關寒氣魔法陣的處理	Tell me about the cold magic circle	냉기 마법진의 처리에 대해 묻는다
