凱帕	Kepa	케파
守護者淨化裝置	Guardian Purifier	수호자 정화장치
錯誤啟動的守護裝置	Malfunctioning Guardian Device	오작동하는 수호장치
王陵碑石	Monument of the Royal Mausoleum	왕릉비석
錯誤啟動的阿哈得	Malfunctioning Echad	오작동하는 에하드
魔力甕器	Magic Vessel	마력 옹기
汙染的王陵魔力控制器	Corrupt Royal Mausoleum Magic Control Device	오염된 왕릉 마력 제어기
阻止想破壞王陵的貝亞卡拉斯	Stop Bearkaras from destroying the Royal Mausoleum	왕릉을 파괴하려는 베아카라스 저지
靈魂之甕	Soul Pot	영혼의 항아리
完整的靈魂之甕	Intact Jar of Soul	온전한 영혼 항아리
需要弓箭手 2階	Archer 2nd Circle required	아처 2서클 필요
需要弓箭手 3階	Archer 3rd Circle required	아처 3서클 필요
需要野蠻人 2階	Barbarian 2nd Circle required	바바리안 2서클 필요
需要野蠻人 3階	Barbarian 3rd Circle required	바바리안 3서클 필요
需要邪靈祭司 2階	Bokor 2nd Circle required	보코르 2서클 필요
需要邪靈祭司 3階	Bokor 3rd Circle required	보코르 3서클 필요
需要鐵甲騎兵 2階	Cataphract 2nd Circle required	캐터프락트 2서클 필요
需要鐵甲騎兵 3階	Cataphract 3nd Circle required	캐터프락트 3서클 필요
需要牧師 2階	Cleric 2nd Circle required	클레릭 2서클 필요
需要牧師 3階	Cleric 3rd Circle required	클레릭 3서클 필요
需要雕刻師 2階	Dievdirbys 2nd Circle required	딥디르비 2서클 필요
需要雕刻師 3階	Dievdirbys 3rd Circle required	딥디르비 3서클 필요
需要元素使 2階	Elementalist 2nd Circle required	엘레멘탈리스트 2서클 필요
需要元素使 3階	Elementalist 3rd Circle required	엘레멘탈리스트 3서클 필요
需要烈焰法師 2階	Pyromancer 2nd Circle required	파이로맨서 2서클 필요
需要烈焰法師 3階	Pyromancer 3rd Circle required	파이로맨서 3서클 필요
需要寒冰法師 2階	Cryomancer 2nd Circle required	크리오맨서 2서클 필요
需要寒冰法師 3階	Cryomancer 3rd Circle required	크리오맨서 3서클 필요
需要高地戰士 2階 	Highlander 2nd Circle required	하이랜더 2서클 필요 
需要高地戰士 3階 	Highlander 3rd Circle required	하이랜더 3서클 필요 
需要重裝步兵 2階	Hoplite 2nd Circle required	하플라이트 2서클 필요
需要重裝步兵 3階	Hoplite 3rd Circle required	하플라이트 3서클 필요
需要聖火祭司 2階	Krivis 2nd Circle required	크리비 2서클 필요
需要聖火祭司 3階	Krivis 3rd Circle required	크리비 3서클 필요
需要鎖鏈法師 3階 	Linker 3rd Circle required	링커 3서클 필요 
需要鎖鏈法師 2階 	Linker 2nd Circle required	링커 2서클 필요 
需要聖殿十字軍 2階	Paladin 2nd Circle required	팔라딘 2서클 필요
需要聖殿十字軍 3階	Paladin 3rd Circle required	팔라딘 3서클 필요
需要輕裝步兵 2階 	Peltasta 2nd Circle required	펠타스타 2서클 필요 
需要輕裝步兵 3階 	Peltasta 3rd Circle required	펠타스타 3서클 필요 
需要聖水祭司 2階	Priest 2nd Circle required	프리스트 2서클 필요
需要聖水祭司 3階	Priest 3rd Circle required	프리스트 3서클 필요
需要念力法師2階 	Psychokino 2nd Circle required	사이코키노 2서클 필요 
需要念力法師3階  	Psychokino 3rd Circle required	사이코키노 3서클 필요  
需要弩箭手 2階	Quarrel Shooter 2nd Circle required	쿼렐슈터 2서클 필요
需要弩箭手 3階	Quarrel Shooter 3rd Circle required	쿼렐슈터 3서클 필요
需要遊俠 2階	Ranger 2nd Circle required	레인저 2서클 필요
需要遊俠 3階	Ranger 3rd Circle required	레인저 3서클 필요
需要圓盾劍士 2階	Rodelero 2nd Circle required	로델레로 2서클 필요
需要圓盾劍士 3階	Rodelero 3rd Circle required	로델레로 3서클 필요
需要聖者 2階	Sadhu 2nd Circle required	사두 2서클 필요
需要聖者 3階	Sadhu 3rd Circle required	사두 3서클 필요
需要工兵 2階	Sapper 2nd Circle required	새퍼 2서클 필요
需要工兵 3階	Sapper 3rd Circle required	새퍼 3서클 필요
需要斥侯 2階	Scout 2nd Circle required	스카우트 2서클 필요
需要斥侯 3階	Scout 3rd Circle required	스카우트 3서클 필요
需要奇術師 2階	Thaumaturge 2nd Circle required	쏘마터지 2서클 필요
需要劍士 2階	Swordsman 2nd Circle required	소드맨 2서클 필요
需要劍士 3階	Swordsman 3rd Circle required	소드맨 3서클 필요
需要魔法師 2階	Wizard 2nd Circle required	위자드 2서클 필요
需要魔法師 3階	Wizard 3rd Circle required	위자드 3서클 필요
需要巫蠱師 2階	Wugushi 2nd Circle required	무고사 2서클 필요
需要巫蠱師 3階	Wugushi 3rd Circle required	무고사 3서클 필요
排名測試	Ranking Test	랭킹테스트
測試排名	Test Ranking	테스트 랭킹
最高傷害	Best Damage	탑데미지
最高傷害	Maximum Damage	최고데미지
最初的救援者	Savior's Beginning	태초의 구원자
怪物支配者	Monster Ruler	몬스터 지배자
怪物征服者	Monster Conqueror	몬스터 정복자
怪物抹殺者	Monster Exterminator	몬스터 몰살자
怪物獵人	Monster Hunter	몬스터 헌터
過度傷害成功者	The One Who Successfully Overkilled	오버킬을 성공한 자
已達成過度傷害100次。	Achieved 100 Overkills	오버킬을 100회 달성했다.
過度傷害的新手	Overkill Beginner	오버킬의 초보자
已達成過度傷害500次。	Achieved 500 Overkills	오버킬을 500회 달성했다.
過度傷害的達人	Overkill Master	오버킬의 달인
過度傷害之神	Overkill God	오버킬의 신
BOSS 支配者	Boss Ruler	보스 지배자
BOSS 征服者	Boss Conqueror	보스 정복자
BOSS 獵人	Boss Hunter	보스 헌터
走步死亡	The Walking Dead	워킹 데드
製作新手	Crafting Beginner	제작 초보자
製作熟練者	Crafting Apprentice	제작 숙련자
製作專家	Crafting Expert	제작 전문가
製作之神	Crafting God	제작 신
挑戰者	Challenger	도전자
劍鬥士	Gladiator	검투사
戰爭指揮者	Commander of War	전쟁의 지휘자
戰爭之神	God of War	전쟁의 신
廢人	Dejected People	폐인
怪物能源	Monster Energy	몬스터 에너지
大吉	Dae-Gil	대길
戴吉理史托克	Dae-Gil Stalker	대길이 스토커
頭髮	Hair	헤어
因為我很特別	Cause I'm Special	난 소중하니깐
已拜訪美容室3次。	Visited beauty salon 3 times	미용실 3번 방문하였다.
寶藏獵人	Treasure Hunter	트레져 헌터
聯賽	Tournament	토너먼트
聯賽粉絲俱樂部	Tournament Fan Club	토너먼트 팬클럽
聯賽瘋狂粉絲	Tournament Big Fan	토너먼트 광팬
聯賽粉絲俱樂部副會長	Tournament Fan Club Vice President	토너먼트 팬클럽 부회장
排名測試 1	Ranking Test 1	랭킹 테스트 1
傷害排名	Damage Ranking	데미지 랭킹
過度傷害次數	Overkill Count	오버 킬 횟수
玩家獵殺次數	Player Kill Count	플레이어 킬 횟수
凱帕獵殺次數	Kepa Kill Count	케파 킬 횟수
怪物獵殺次數	Monster Kill Count	몬스터 킬 횟수
復活次數	Resurrection Count	부활횟수
獵殺BOSS怪	Boss Monster Kill Count	보스 몬스터 킬
聯賽禮物	Tournament Gift	토너먼트선물
任務執行次數	Quest Completion Count	퀘스트 수행 횟수
蔬菜栽培次數	Vegetable Cultivation Count	야채 재배 횟수
委託成功次數	Succeeded Commission Count	의뢰 성공 횟수
完成野外活動	Field Event Completion	필드 이벤트 완수
戴吉理對話	Dae-Gil Conversation	대길이 대화
寶箱	Treasure Chests	보물상자
道具製作	Item Crafting	아이템제작
美容室	Beauty Salon	미용실
連線次數	Access Count	접속 횟수
世界探索點數	World Exploration Score	세계 탐색 점수
參與CBT1	Participation CBT1	CBT1 참여
無姿勢	No Stance	스탠스없음
運氣調息_共用	Fortune Public Breakfast	운기조식_공용
梅花劍法_上	Sakura Swordsmanship_High	매화검법_상
梅花劍法_中	Sakura Swordsmanship_Mid	매화검법_중
梅花劍法_下	Sakura Swordsmanship_Low	매화검법_하
梅花劍法_上_連續	Sakura Swordsmanship_High_Chain Attack	매화검법_상_연계
梅花劍法_中_連續	Sakura Swordsmanship_Mid_Chain Attack	매화검법_중_연계
梅花劍法_下_連續	Sakura Swordsmanship_Low_Chain Attack	매화검법_하_연계
角色移動速度	Character Movement Speed	캐릭터이동속도
運氣調息_畫禪	The Line for Fortune Breakfast	운기조식_화선
測試用	For Testing	테스트용
畫禪圖中堂	Fire Swords Middle Guild	화선도중당
迎賓館	Hotel	영빈관
奇花靈草院	Evaporation Office	기화영초원
山明塔	Mountain Top	산명탑
培賢門	Baehyeon Moon	배현문
寶明塔	Bomung Top	보명탑
畫禪圖碼頭	Fire Swords Dock	화선도 선착장
梅花劍閣	Maewageomgak	매화검각
荷澤碼頭	Heojeo Dock	허저부두
梅香館	Plum Blossoms Inn	매향관
榮華壇碼頭	Yeonghwatan Dock	영화탄부두
喜神台	Huisindae	희신대
青莖蓮	Cheonggyeongyeon	청경연
君岩池	Gunamji	군암지
狹風谷	Canyon Wind	협풍곡
玄風壁	Present Wind Wall	현풍벽
花園大道	Flower Garden Main Street	화원대로
邑立路	Town Street	읍립로
宋寅路	Song In Street	송인로
畫禪主路	Fire Line Main Street	화선주로
海水林	See Water Forest	해수림
顯花區	Current Fire Place	현화구
大花園	Large Flower Garden	대화원
小花園	Small Flower Garden	소화원
荷澤平	Heojeopyeong	허저평
賢嘉牧場	Hyeonga Farm	현가목장
空手	Bare hands	맨손
重劍防禦	Epee Garde	에페 갸르드
射擊	Shooting	사격
頭養成	Enlarge Head	머리키움
頭減少	Shrink Head	머리리줄임
雙手養成	Enlarge Both Hands	양손키움
雙腳養成	Enlarge Both Foot	양발키움
頭雙手雙腳養成	Enlarge Both Hands and Foot	머리양손양발키움
強化破壞力	Destructive Power Enhancement	파괴력 강화
具有活性石	Possessed Activated Stone	활성석 지님
砂岩粉效果	Sandstone Powder Effect	사암가루 효과
光之霧	Fog of Light	빛의 안개
光之霧能夠從魔族們那裡隱藏使用者。	The Fog of Light conceals the caster from demons	빛의 안개가 마족들로부터 사용자를 숨겨줍니다
翻騰的紅焰寶石的氣息	Cause of Jewel's Instability	날뛰는 홍염의 보석의 기운
強化的針刺花粉效果	Enhanced Thorn Flower Powder Effect	강화된 가시 꽃가루 효과
無法辨識	Unrecognizable	인식 불가
自然治癒力	Natural Regeneration	자연 치유력
受到淡水的效果，豬籠草的體力迅速湧上來。	The sap quickly heals Nefenders' HP	담수의 효과로 네펜더스의 체력이 빠르게 차오릅니다
神經毒	Neurotoxin	신경독
被發現了	You've been found	발각당함
遭到捕縛	Binded	포박당함
羅姆巴 	Romuva	로무바 
魔氣感染	Evil Energy Corruption	마기 감염
分散的階段團體 Buff	Scattered Stairs Party Buff	흩어진 계단 단체 버프
攻擊力增加 +150	Increased attack by 150	공격력이 +150 증가합니다
赤褐木斷層森林群體 Buff	Mahogany tree single floor forest party buff	적갈나무 단층 숲 단체 버프
防禦力增加 +100	Increased defense by 100	방어력이 +100 증가합니다
中立	Neutrality	중립
中立狀態	Neutral Status	중립 상태
神聖化	Sanctification	신성화
濁氣中毒	Impure Aura Intoxication	탁기 중독
洗腦	Brainwash	세뇌
進行洗腦中。	Brainwashing in progress	세뇌가 진행 중입니다
附著聖靈炸彈	Holy Spirit Bomb has been attached	성령폭탄 부착됨
共用死亡	Common Death	공용사망
聖靈束縛	Holy Spirit Shackle	성령 결박
不祥的氣息	Ominous Aura	불길한 기운
可以看見攻擊性的傾向。	Hostile	공격적인 성향을 보입니다
瑪爾達祭壇的氣息	Malda Altar's Aura	말다 제단의 기운
自信心	Confidence	자신감
葛洛傑查斯的力量	Glozejas' Power	글로제자스의 힘
矇騙眼睛	Hoodwink	눈속임
無力草香氣	Lethargy Grass' Scent	나른초 향기
炭化中	Carbonizing	탄화 중
樹液流失	Leaked Sap	수액 흘림
被萃取樹液中。	Getting its sap extracted	수액을 채취 당하는 중입니다
燃燒中	Burning	불타는 중
精神支配(蜥蜴人)	Mind Control (Lizardman)	정신지배(리자드맨)
精神支配(因普洛博克)	Mind Control (Infroburk)	정신지배(인프로버크)
香甜的香氣	Sweet smell	달콤한 향기
蜂箱碎片的味道	The smell of honey	벌통조각의 냄새
已聞過香甜的蜂箱碎片的味道。	Smelled the honey	달콤한 벌통조각의 냄새를 맡았습니다.
演出用石化Buff	Petrifaction Buff	연출용 석화 버프
演出用死亡裝置	Death Stop	연출용 사망 정지
啟動結界燭台保護膜	Seal Candlestick's Barrier Activated	결계 촛대의 보호막 작동
結界燭台保護膜DeBuff	Seal Candlestick's Barrier Debuff	결계 촛대의 보호막 디버프
持有零件	Parts in possession	부품 지님
沾了會發出香氣的石粉	Scented Stone Powder Applied	향나는 돌가루 묻음
貼上傳單	Promotional Material Attached	선전물 부착
獲得體臭	Body Odor Obtained	체취 획득
廣範圍四射	Wide Area Shooting	광역사살
拼命疾走	Desperate Sprint	필사적인 질주
為了活下來而逃跑中	Running away to stay alive	살아남기 위해 도망치는 중
洗腦確認用	To test for brainwashing	세뇌확인용
被洗腦	Brainwashed	세뇌걸림
祝福 - 移動速度增加	Blessing - Increased Movement Speed	축복 - 이동속도 증가
靈魂分離	Soul Separation	영혼 분리
發生藥效	Potency Generation	약효 발생
產生試驗用試劑的藥效。	Test Reagent's Potency Generation	시험용 시약의 약효 발생
無法戰鬥	Incapable of Combat	전투 불능
針刺毒	Thorn Poison	가시 독
氣流逝	Life Drain	기 빨림
昏迷	Confusion	혼미
時間回溯	Rewind Time	시간되돌리기
時間向後重生	Go Back in Time	시간뒤로재생
串連	String	꿰임
精神鎖鍊	Spiritual Chain	스피리추얼체인
加入懲罰	Joint Penalty	조인트페널티
臍帶	Lifeline	엄빌리클코드
將防禦力和HP恢復傳達給連結的個體們。	Defense and Prison are given to the linked members	연결된 객체들에게 방어력과 피리젠을 전달한다
靈魂防守	Soul Defense	소울디펜스
變身	Transform	변신
變身成怪物。	Monster Transformation	몬스터로 변신함.
泰勒帕斯	Telepathy	텔레파스
植物防禦	Plant Shield	식물방어
大地之塔怪物	Earth Tower Monster	대지의탑 몬스터
周圍昏厥	Area Stun	주변 스턴
產生暗黑地板	Dark Floor Creation	암흑바닥생성
每5秒產生暗黑地板	Creates a dark floor every five seconds	5초마다 암흑바닥 생성
如果凝結起來，會很可怕吧！	It's frightening if they gather together	뭉치면 무섭지
昏厥	Stun	스턴
睡眠	Sleep	수면
沉默	Silence	침묵
大量出血	Massive Bleeding	대량출혈
攻擊力弱化	Attack Weakened	공격력 약화
防禦力弱化	Defense Weakened	방어력 약화
破壞盔甲	Armor Break	아머 브레이크
鈍化	Slow	둔화
小型化	Miniaturization	소형화
身體變小。	Body shrinks down	몸이 작아짐.
大型化	Enlargement	대형화
鐵甲化	Armor	철갑화
衝擊吸收	Shock Absorption	충격 흡수
攻擊力減少	Decreased Attack	공격력 감소
赫嘉塞露女妖的憤怒	Rage of Helgasercle	헬가세르클의 분노
防禦力增加	Increased defense	방어력 상승
亞崑的憤怒	Rage of Archon	아콘의 분노
黏稠	Stickiness	끈적임
強化防禦力	Enhance Defense	방어력 강화
強化移動速度	Increase Movement Speed	이동속도 강화
返回	Return	돌아가기
水晶針刺	Crystal Thorn	수정 가시
持續恢復	Continuous Recovery	지속 회복
防禦力極大化	Max Defense	방어력 극대화
攻擊力極大化	Max Attack	공격력 극대화
體力減少	Strength Decrease	체력 감소
毒雲	Poison Cloud	독구름
血點刺激	Blood Dots Stimulation	혈점자극
道具驚喜	Great Item	아이템 대박
如果抓到，會有道具驚喜	Obtain great items	잡으면 아이템 대박
塗抹劇毒	Poison Coating	독 바르기
死亡之眼	Eye of Death	죽음의 눈
激怒	Fury	격노
報仇	Revenge	복수
無法攻擊	Cannot Attack	공격불가
觸電	Shock	감전
防禦力減少，移動速度減少	Decreased defense and movement speed	방어력 감소, 이동속도 감소
精疲力竭	Exhaust	탈진
無敵	Invincibility	무적
庫巴斯Buff	Kubus	큐바스 버프
魔法無效化	Dispel Magic	마법 무효화
使魔法攻擊無效化	Dispel Magic Attack	마법 공격을 무효화
物理攻擊累積	Physical Attack Accumulation	물리 공격 축적
魔法攻擊累積	Magic Attack Accumulation	마법 공격 축적
鎚子衝擊	Hammer Impact	망치충격
黏稠的泡沫	Sticky Foam	끈적이 거품
火傷	Burn	화상
移動速度增加範圍Buff	Movement Speed Increase Range Buff	이동속도 증가 범위 버프
移動速度下降Debuff	Movement Speed Decrease Debuff	이동속도 하향 디버프
擋格機率增加	Increased Block Chance	블락 확률 증가
擋格機率增加Buff	Increased Block Chance Buff	블럭 확률 증가 버프
移動速度增加Buff	Movement Speed Buff	이속증가 버프
