皮爾力巴斯直屬隊員	Philipas' Soldier	필리파스 직속 부대원
收集警備兵的遺物	Collect Guard's Memento	경비병의 유품 수집
與寒冰法師科斯塔斯對話	Talk to Cryomancer Kostas	크리오맨서 코스타스와 대화
測試低階冰牆卷軸	Experiment with the Inferior Ice Wall Scroll	하급 아이스월 스크롤 실험
收集閃耀的石塊	Collect Sparkling Stone	광채나는 돌덩이 수집
尋找逃走的科斯塔斯	Look for Kostas who ran away	도망친 코스타스 찾기
消滅喀拉庫曼	Defeat Glackuman	글락쿠만 처치
與盜墓者魯特爾巴斯對話	Talk with Grave Robber Rudolfas	도굴꾼 루돌파스와 대화
消滅作業場的怪物	Defeat monsters at the workplace	작업장의 몬스터 처치
協助挖掘作業	Help the excavation	도굴작업 도와주기
消滅藍色賽夸伊亞	Defeat Blue Sequoia	푸른 세콰이아 처치
與警備兵萊爾對話	Talk to Guard Lyle	경비병 라일과 대화
守護被石化的受害者	Protect the petrified victim	석화된 피해자 지키기
保護被害者	Protect the victim	피해자 보호
檢舉迪庫盜墓團	Arrest the Dico Thieves	디코 도굴단 검거
與警備兵諾瑪比斯對話	Talk to Guard Nomabis	경비병 노마비스와 대화
回收被偷的物品	Retrieve the items that were stolen	도둑맞은 물품 회수
處理迪庫盜墓團	Defeat Dico Thieves	디코 도굴단 처치
清除陷阱	Eliminate the trap	함정제거
與時空法師莎比納對話	Talk to Chronomancer Sabina	크로노맨서 사비나와 대화
製作石化書拓本	Craft a copy of the petrified book	석화된 책 탁본 제작
尋找能使用的傳點	Look for the portal that is usable	사용 가능한 포탈 찾기
整理軍事地區	Maintain the Trade District	군사 지구 정리
消滅傳點附近的怪物	Defeat the monsters near the portal	포탈 주변 몬스터 처치
啟動大地要塞傳點	Activate the Portal of the Fortress of the Land	대지의 요새 포탈 작동
消滅雷普斯	Defeat Lepus	레푸스 처치
與副官漢斯對話	Talk to Adjutant General Hans	부관 한스와 대화
沾染怪物體味	Rub monsters' body odor	몬스터 체취 묻히기
引誘警備兵	Lure the guards	경비병 유인하기
回收王國軍傳單	Retrieve the propaganda of the Royal Army guard	왕국군 선전물 회수
與盜墓者斯提波納斯對話	Talk with Grave Robber Stephonas	도굴꾼 스테포나스와 대화
收集火藥石	Collect Boulder Explosives	돌맹이 화약 수집
測試加工過的火藥石	Experiment the processed Boulder Explosives	가공된 돌맹이 화약 실험
收集生麵糰黏液	Obtain the pasted mucus	반죽된 점액 수집
獲得生麵糰黏液	Obtain the Kneaded Slime	반죽된 점액 획득
獲得霜核	Obtain the Frosty Core	서리핵 획득
與王國軍羅普戴爾對話	Talk with Royal Army Guard Rofdel	왕국군 로프델과 대화
收集石化粉	Collect Lime Powder	석회가루 수집
破壞已石化的紀錄物	Destroy the petrified records	석화된 기록물 파괴
破壞被石化的怪物	Destroy the petrified monster	석화당한 몬스터 파괴
破壞被石化的怪物	Destroy the petrified monster	석화된 몬스터 파괴
黏貼傳單	Put flyers	전단지 부착
與葳荷米娜凱利奧特對話	Talk to Wilhelmina Carriot	빌헬미나 캐리어트와 대화
回收清爽的糖果	Retrieve the Tasty Candy Balls	상쾌한 알사탕 회수
回收清爽的糖果	Retrieve the Tasty Candy Balls	상쾌한 사탕 회수
安慰犧牲者	Soothe the victims	희생자 위로
尋找死去的警備兵	Look for the dead guard	죽은 경비병 찾기
與邪靈祭司艾提達對話	Talk to Bokor Edita	보코르 에디타와 대화
收集靈藥材料	Collect the ingredients for the medicine	영약 재료 수집
獲得靈藥材料	Obtain the ingredients for the medicine	영약 재료 획득
解放邪念體	Release the ego	사념체 해방
在火爐上點火	Light up the brazier	화로에 불붙이기
與鍊金術士莎莉亞莫納斯對話	Talk with Alchemist Saliamonas	알케미스트 살리아모나스와 대화
使用石化融解劑	Use the Petrification Thawing Liquid	석화 융해제 사용
鍊金術士莎莉亞莫納斯請你對在奈勃基亞城堡裡遭到石化霜攻擊的怪物使用石化融解劑。說不定能夠解開石化。	Alchemist Saliamonas told you to use the Petrification Thawing Liquid on the monsters	알케미스트 살리아모나스는 네베키아 성채에서 석화서리에 당한 몬스터들에게 석화융화제를 사용해 달라고 부탁했습니다. 어쩌면 석화를 풀어낼 수도 있으니까요.
收集石化標本	Collect Petrified Sample	석화표본 수집
收集石化標本	Collect Petrification Samples	석화 표본 수집
消滅菁英怪物	Defeat Elite Monsters	엘리트 몬스터 처치
與盜墓者阿曼達對話	Talk to Grave Robber Amanda	도굴꾼 아만다와 대화
收集露克立斯時代的記錄物	Collect the Record from the Ruklys Era	루클리스 시대의 기록물 수집
消滅滴水嘴怪	Defeat Gargoyle	가고일 처치
與騎士提塔斯對話	Talk to Knight Titas	기사 티타스와 대화
消滅靈魂嶺的怪物	Defeat the monsters at Soul Peak	영혼고개에 있는 몬스터 처치
向指揮官朱利安報告	Report to Commander Julian	지휘관 줄리안에게 보고
消滅靈魂嶺的怪物	Defeat the monsters at Soul Peak	영혼고개에 있는 몬스터를 처치
與村莊青年多萊恩對話	Talk to Villager Darren	마을 청년 다렌과 대화
確認洛托儂養蜂場的蜂窩	Check the beehives at Rododun Apiary	로도논 양봉장의 벌집 확인
將空的蜂窩交給村莊青年多萊恩	Hand over the empty beehive to Villager Darren	마을 청년 다렌에게 빈 벌집 전달
將油桶的油抽乾	Draw out the oil from the oil barrels	기름통에서 기름 빼내기
與釀造業者都勒傑對話	Talk to Brewer Dorjen	양조업자 도르젠과 대화
去除汽油桶中的汽油	Remove the oil from the containers	기름통에서 기름 제거
從蜂蜜酒倉庫那帶回蜂蜜酒	Bring back Dorjen's Signature Mead from the Honey Wine Warehouse	벌꿀술 창고에서 벌꿀술 가져오기
消滅摧毀釀造業的怪物	Defeat the monsters who ruined Dorjen's brewery	양조업을 망친 몬스터 처치
請消滅毀掉釀造業的喬帕露卡	Defeat Chupalukas who ruined the brewery business	양조업을 망친 츄파루카 처치
確認洛托儂養蜂場的蜂窩	Check the beehives at Rododun Apiary	로도논 양봉장의 벌집을 확인
請去洛托儂養蜂場查看蜂窩。	Check the beehives at Rododun Apiary	로도논 양봉으로 가서 벌집을 살펴보세요.
消滅斯帕露娜絲	Defeat Sparnas	스파르나스 처치
請消滅占領洛托儂養蜂場的斯帕露娜絲。	Defeat the Sparnas that occupied the Rododun Apiary	로도논 양봉을 장악하고 있는 스파르나스를 처치하세요.
確認蜂蜜酒保管箱	Check the mead storage boxes	벌꿀술 보관 상자 확인
與奇利納對話	Talk to Kirina	키리나와 대화
與克爾雷歐巴斯對話	Talk with Cleopas	클레오파스와 대화
與米可羅斯對話	Talk with Micolas	미콜라스와 대화
從菁英喬帕露卡身上獲得釀酒用具	Obtain the brewery device from Elite Chupalukas	엘리트 츄파루카에게서 양조기구 획득
將釀酒用具轉交給米可羅斯	Hand the brewery device to Micolas	미콜라스에게 양조기구 전달
消滅怪物收集蜂王漿	Obtain Royal Jellies by defeating the monsters	몬스터를 처치해서 로열 젤리 수집
將蜂王漿轉交給克爾雷歐巴斯	Hand over the Royal Jellies to Cleopas	클레오파스에게 로열 젤리 전달
與瑪拉斯對話	Talk to Maras	마라스와 대화
請與在三溪林進行調查的瑪拉斯對話。	Talk to Maras who is investigating at Three Brooks Wood	세개울 숲에서 조사를 진행하고 있는 마라스와 대화해보세요.
確認發出香甜氣味的蜂箱	Check the Sweet-smelling Beehives	달콤한 향이 나는 벌통 확인
請聽瑪拉斯講解該如何使用香甜的蜂箱碎片。	Ask how Maras will use the fragments of sweet honeycomb	마라스에게 달콤한 벌통조각을 어떻게 사용할 것인지 들어보세요.
消滅聞到香氣的怪物	Defeat the monsters who smelled the sweet fragrance	달콤한 향기를 맡은 몬스터 처치
確認下方的比奇吳祭壇	Check Bichiu Altar	아랫쪽의 비치우 제단 확인
將魔石碎片交給瑪拉斯	Hand over the magic piece to Maras	마라스에게 마석 조각 전달
到上方的卡物德奇祭壇去確認	Check the Gaudezi Altar	위쪽의 가우데지 제단 확인
與在樹木監視塔附近的拉馬勒對話	Talk to Lamar near Wood Watch Tower	나무 감시탑 근처의 라마르와 대화
與拉馬勒對話	Talk with Lamar	라마르와 대화
與利耶爾利耶對話	Talk with Raeli	라엘리에와 대화
確認北邊的三溪林祭壇	Check the altar of Three Brooks Wood at the north	북쪽의 세개울 제단 확인
請確認北邊的三溪林祭壇。	Check the altar of Three Brooks Wood at the north	북쪽의 세개울 제단을 확인해보세요.
消滅三溪林祭壇的獨眼巨人	Destroy Cyclops at the altar of Three Brooks Wood	세개울 제단의 사이클롭스 처치
請消滅三溪林祭壇的獨眼巨人。	Destroy Cyclops at the altar of Three Brooks Wood	세개울 제단의 사이클롭스를 처치하세요.
與利斯對話	Talk to Riesz	리스와 대화
尋找在榭魯榭艾向陽地裝有農具的背包	Find the bag of farming tools at Shirsie Sunny Place	쉬르쉬에 양지에서 농기구가 든 배낭 수색
將農具交給利斯	Hand over the farming tools to Riesz	리스에게 농기구 전달
消滅鬼眼蜘蛛	Defeat Honeypin	허니핀 처치
與巴爾達對話	Talk with Valda	발다와 대화
收集蜂箱碎片	Collect the pieces of honeycomb	벌통조각 수집
在拉丹扎農園播種	Sow seeds at Radanza Farm	라단자 농원에 씨 뿌리기
與祭司利耶爾利耶對話	Talk with Priest Raeli	사제 라엘리에와 대화
採集蜂樹樹枝	Collect Bee Tree Branches	벌나무 가지 채집
啟動守護石	Activate the Guardian Stone	수호석 가동
消滅魔族收集被火燒透的魔族灰	Defeat the demons with the branches and collect the ashes of the demons	마족을 처치하여 불타버린 마족의 재 수집
幫剩餘的晶球補充神聖之氣	Recharge the orb made of ash with holy energy	잔재의 구슬에 신성한 기운 충전
復原變弱的封印塔	Restore the weakened seal tower	약해진 봉인탑 복구
與奧斯特雅女神對話	Talk to Goddess Austeja	아우스테야 여신과 대화
聽奧斯特雅女神說話	Listen to Goddess Austeja's story	아우스테야 여신의 이야기 듣기
確認已發生巨大變異的植物	Check the large mutant plant	거대한 변이 식물 확인
確認變弱的封印塔	Check the weakened Seal Tower	약해진 봉인탑 확인
請確認因魔族的攻擊而變弱的封印塔。	Check the Seal Tower that was weakened by demon attacks	마족의 공격으로 약해진 봉인탑을 확인하세요.
消滅魔君主塔歐特利瑪斯	Defeat Demon Lord Tautrimas	마군주 타우트리마스 처치
與貪心鬼德魯巴對話	Talk with Greedy Druva	욕심쟁이 드루바와 대화
採集橡樹根莖	Collect Oak Wood Planks	참나무 줄기 채집
設置貼有符咒的稻草人	Place the scarecrow with the charm attached	부적을 붙인 허수아비 설치
與完蛋的養蜂專家羅森對話	Talk to Ruined Bee Farmer Logen	망한 양봉가 로센과 대화
與祭司多支奈對話	Talk to Priest Dazine	사제 다지네와 대화
收集變成碎片的奧斯特雅的象徵	Collect the Fragmented Symbol of Austeja	조각난 아우스테야의 상징 수집
回收變成碎片的奧斯特雅的象徵	Retrieve the Fragmented Symbol of Austeja	조각난 아우스테야의 상징 회수
在奧斯特雅祭壇上復原象徵	Restore the symbol at the Austeja Altar 	아우스테야 제단에서 상징 복원
淨化被蠱惑的啟示者們	Purify the addled Revelators	현혹된 계시자들을 정화
復原郎基斯封印和郎卡封印	Restore the Rankis Seal and the Ranka Seal	랑키스 봉인과 랑카 봉인 복구
賦予郎基斯封印塔和郎卡封印塔女神之力	Restore the goddess' powers to Rankis Seal Tower and Ranka Seal Tower	랑키스 봉인탑과 랑카 봉인탑에 여신의 힘 부여
確認春光樹林祭壇	Check the Spring Light Woods Altar	봄볕나무 숲 제단 확인
確認崩壞的封印塔	Check the destroyed seal tower	부서진 봉인탑 확인
消滅孟堤肯	Defeat Manticen	맨티켄 처치
和商人圖凱對話	Talk to Merchant Dulke	상인 둘케와 대화
尋找商人圖凱的行李	Find Merchant Dulke's Package	상인 둘케의 짐꾸러미 찾기
將行李交給商人圖凱	Give the packages to Merchant Dulke	상인 둘케에게 짐꾸러미 전달
與居民艾密對話	Talk to Villager Emil	주민 에밀과 대화
消滅村莊附近的怪物	Defeat the monsters around the village	마을 주변의 몬스터 처치
與藥師提阿納對話	Talk to Pharmacist Tiana	약사 티아나와 대화
收集春光草	Collect Spring Light Grass	봄볕초 구하기
將春光草交給藥師提阿納	Give the Spring Light Grass to Pharmacist Tiana	약사 티아나에게 봄볕초 전달
與佩迪米安的裝備商人對話	Talk to Equipment Merchant in Fedimian	페디미안의 장비 상인과 대화
收集朝聖者的標誌	Collect Marks of Pilgrim	순례자의 표식 수집
交給佩迪米安的裝備商人	Give them to Fedimian Equipment Merchant	페디미안의 장비 상인에게 전달
見騎士團長烏斯卡	Meet Commander Uska	기사단장 우스카 만나기
消滅赤褐木斷層森林的怪物	Hunt the monsters in Purple Tree Fault Forest	적갈나무 단층숲 몬스터 토벌
消滅赤褐木斷層森林的怪物	Defeat the monsters in Purple Tree Fault Forest	적갈나무 단층숲의 몬스터 처치
查看倒下的貓頭鷹雕像	Observe the Fallen Owl Sculpture	쓰러진 부엉이 조각상 살펴보기
可疑的女神像	Suspicious Goddess Statue	의심스러운 여신상
消滅克洛提德	Defeat Corrupted	코럽티트 처치하기
消滅克洛提德	Defeat Corrupted	코럽티드 처치
與貓頭鷹隊長雕像對話	Talk to the Owl Chief Sculpture	대장 부엉이 조각상과 대화
查看在伊修拉十字路口的變弱的貓頭鷹雕像	Check on the Weak Owl Sculpture at Ishrai Crossroads	이쉬라이 사거리의 약해진 부엉이 조각상 살펴보기
與變弱的貓頭鷹雕像對話	Talk to the Weak Owl Sculpture	약해진 부엉이 조각상과 대화
尋找被綁架的貓頭鷹們的痕跡	Find traces of the kidnapped Owls	납치된 부엉이들의 흔적 찾기
轉交被摧毀的貓頭鷹碎片	Give the broken owl sculpture parts to the Weak Owl	부서진 부엉이의 조각 전달
與莉莉亞對話	Talk to Liliya	릴리야와 대화
找吃的	Find food	먹을 것 구해 오기
尋找蘆葦的軟根莖	Get soft reed stem	갈대의 연한 줄기 구해 오기
消滅魔花卡諾波	Defeat Carnivore	카너버 처치
請與暈倒的莉莉亞對話	Talk to Liliya on the floor	쓰러져 있는 릴리야와 대화
消滅好像變身成莉莉亞的魔花卡諾波	Defeat the Carnivore that seems like what Liliya turned into	릴리야가 변신한 것 같은 카너버 처치
製作莉莉亞之墓	Make a grave for Liliya	릴리야의 무덤 만들기
請製作莉莉亞之墓。	Make a grave for Liliya	릴리야의 무덤을 만들어 주세요.
與朝聖者由利烏斯對話	Talk to Pilgrim Julius	순례자 율리우스와 대화
尋找怪物肉片	Get monster meat	몬스터 살점 구해 오기
給朝聖者由利烏斯吃的東西	Give food to Pilgrim Julius	순례자 율리우스에게 먹을 것 전해 주기
說服德拉涪里溫	Persuade Drapeliun	드라페리운 설득
尋找尼扣堤亞的嫩葉	Get the young Nikotia leaves	니코티아의 어린 잎 구해오기
修道士的安息處的糧食堆	Food supplies in the Ascetic haven	수도자의 안식처에 있는 식량무지
消滅吞掉項鍊的地心蟲王	Defeat the Reaverpede that swallowed the necklace	목걸이를 삼킨 리버피드 처치
與朝聖者傑紐斯對話	Talk to Pilgrim Zenius	순례자 재뉴스와 대화
在糧食堆中尋找怪物誘餌	Get monster bait from the food piles	식량무지에서 몬스터의 미끼 구하기
必須尋找可以安撫傑奴斯的食物。	You need to find some food to calm Zenius down	재뉴스를 달랠 만한 먹을거리를 구해 와야 합니다.
